"""LOCATION";"""INDICATOR""";"""SUBJECT""";"""MEASURE""";"""FREQUENCY""";"""TIME""";"""Value""";"""Flag Codes"""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-01""";9.893.867;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-02""";9.920.377;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-03""";9.946.407;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-04""";9.946.342;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-05""";9.919.932;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-06""";9.881.157;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-07""";9.873.447;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-08""";9.885.295;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-09""";9.902.747;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-10""";9.953.542;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-11""";1.001.128;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-12""";100.678;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-01""";1.013.141;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-02""";1.018.156;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-03""";102.172;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-04""";1.022.906;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-05""";1.023.112;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-06""";1.022.643;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-07""";1.020.496;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-08""";101.708;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-09""";1.012.993;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-10""";1.009.086;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-11""";100.607;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-12""";1.002.822;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-01""";9.994.044;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-02""";9.980.707;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-03""";1.001.087;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-04""";1.004.228;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-05""";1.003.837;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-06""";1.002.642;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-07""";1.001.191;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-08""";1.000.164;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-09""";9.995.877;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-10""";9.998.594;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-11""";1.001.206;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-12""";1.003.411;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-01""";1.006.709;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-02""";1.009.577;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-03""";1.012.159;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-04""";1.012.276;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-05""";1.010.681;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-06""";1.007.583;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-07""";1.004.243;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-08""";1.002.711;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-09""";1.002.451;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-10""";100.299;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-11""";1.004.181;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-12""";1.004.541;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-01""";1.005.663;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-02""";1.005.132;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-03""";1.004.366;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-04""";1.002.423;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-05""";1.000.133;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-06""";9.986.742;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-07""";9.985.112;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-08""";9.997.305;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-09""";1.001.085;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-10""";1.002.132;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-11""";1.003.001;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-12""";1.003.347;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-01""";1.004.836;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-02""";1.005.204;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-03""";1.003.486;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-04""";1.001.888;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-05""";9.996.648;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-06""";9.969.579;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-07""";9.970.206;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-08""";9.977.267;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-09""";9.982.265;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-10""";99.936;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-11""";1.002.037;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-12""";1.006.105;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-01""";101.215;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-02""";1.015.187;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-03""";1.015.414;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-04""";1.015.169;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-05""";1.014.233;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-06""";1.012.304;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-07""";1.011.064;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-08""";1.010.497;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-09""";1.011.263;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-10""";1.011.893;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-11""";101.139;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-12""";1.009.716;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-01""";1.008.295;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-02""";1.003.851;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-03""";9.999.039;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-04""";996.658;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-05""";9.960.705;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-06""";9.994.978;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-07""";1.004.924;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-08""";1.006.894;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-09""";1.003.402;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-10""";9.995.181;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-11""";9.974.493;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-12""";9.981.796;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-01""";9.990.629;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-02""";9.964.501;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-03""";9.915.249;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-04""";990.676;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-05""";9.947.487;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-06""";1.001.012;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-07""";1.004.685;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-08""";1.004.991;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-09""";1.003.719;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-10""";1.001.565;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-11""";1.002.759;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-12""";1.007.144;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-01""";1.012.341;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-02""";101.496;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-03""";1.015.481;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-04""";1.013.399;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-05""";1.011.176;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-06""";1.009.607;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-07""";1.007.804;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-08""";1.005.888;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-09""";1.004.547;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-10""";1.003.597;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-11""";100.444;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-12""";1.005.418;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-01""";1.005.447;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-02""";1.003.038;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-03""";1.002.991;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-04""";1.006.482;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-05""";1.009.991;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-06""";1.013.014;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-07""";1.014.545;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-08""";1.014.539;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-09""";1.014.615;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-10""";1.014.708;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-11""";1.014.108;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-12""";1.014.726;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-01""";1.017.222;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-02""";1.018.139;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-03""";1.017.489;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-04""";1.016.716;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-05""";1.015.986;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-06""";1.016.081;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-07""";1.018.004;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-08""";1.019.534;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-09""";1.020.014;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-10""";1.019.941;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-11""";1.020.492;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-12""";102.135;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-01""";1.022.397;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-02""";1.018.376;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-03""";1.011.278;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-04""";1.008.769;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-05""";1.010.012;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-06""";1.010.416;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-07""";1.009.348;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-08""";1.007.496;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-09""";1.002.329;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-10""";1.000.037;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-11""";1.001.653;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-12""";1.004.233;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-01""";1.008.196;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-02""";1.010.262;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-03""";1.010.689;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-04""";1.008.968;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-05""";1.005.632;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-06""";1.002.857;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-07""";9.999.653;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-08""";9.961.971;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-09""";9.969.616;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-10""";9.985.709;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-11""";9.997.926;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-12""";1.004.718;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-01""";1.010.345;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-02""";1.013.968;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-03""";1.016.507;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-04""";1.018.888;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-05""";1.021.741;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-06""";1.021.899;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-07""";101.962;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-08""";1.016.197;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-09""";1.015.108;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-10""";101.425;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-11""";1.012.621;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-12""";1.010.062;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-01""";1.004.406;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-02""";9.962.772;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-03""";989.147;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-04""";9.851.477;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-05""";9.832.456;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-06""";9.810.005;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-07""";9.798.272;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-08""";9.816.418;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-09""";9.833.179;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-10""";9.827.087;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-11""";9.836.894;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-12""";9.855.695;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-01""";9.854.713;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-02""";9.842.873;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-03""";9.845.396;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-04""";987.084;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-05""";9.908.592;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-06""";998.179;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-07""";1.006.479;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-08""";1.013.311;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-09""";1.018.125;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-10""";1.019.909;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-11""";101.91;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-12""";1.018.031;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-01""";101.839;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-02""";1.017.804;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-03""";1.016.199;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-04""";101.303;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-05""";1.008.882;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-06""";1.007.521;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-07""";1.011.086;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-08""";1.014.732;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-09""";1.015.378;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-10""";1.014.784;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-11""";1.012.183;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-12""";1.009.354;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-01""";1.006.506;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-02""";1.005.107;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-03""";1.004.016;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-04""";1.003.119;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-05""";1.001.059;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-06""";9.972.569;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-07""";9.928.502;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-08""";9.911.356;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-09""";9.930.189;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-10""";995.371;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-11""";9.969.819;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-12""";9.962.082;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-01""";9.960.806;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-02""";9.961.205;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-03""";9.947.063;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-04""";9.935.126;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-05""";9.933.255;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-06""";9.941.177;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-07""";9.952.345;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-08""";9.957.222;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-09""";9.965.695;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-10""";9.979.811;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-11""";9.996.497;""""
"""AUS";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-12""";1.000.464;""""
