"""LOCATION";"""INDICATOR""";"""SUBJECT""";"""MEASURE""";"""FREQUENCY""";"""TIME""";"""Value""";"""Flag Codes"""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-05""";9.983.506;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-06""";9.975.232;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-07""";9.953.271;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-08""";9.929.917;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-09""";9.917.167;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-10""";9.918.322;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-11""";9.930.151;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-12""";995.585;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-01""";9.980.862;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-02""";9.994.817;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-03""";9.992.979;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-04""";9.986.992;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-05""";9.974.964;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-06""";9.961.565;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-07""";9.943.594;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-08""";9.932.194;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-09""";994.084;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-10""";994.733;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-11""";9.945.129;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-12""";9.940.406;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-01""";9.922.478;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-02""";9.902.053;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-03""";9.870.943;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-04""";9.845.414;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-05""";9.826.738;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-06""";9.830.241;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-07""";9.847.524;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-08""";98.659;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-09""";9.888.155;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-10""";9.896.532;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-11""";9.888.696;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-12""";9.890.532;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-01""";9.896.934;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-02""";9.908.784;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-03""";992.126;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-04""";9.920.805;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-05""";9.911.462;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-06""";9.904.752;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-07""";9.904.308;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-08""";9.900.239;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-09""";9.892.509;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-10""";9.882.658;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-11""";9.874.471;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-12""";9.885.596;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-01""";9.906.335;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-02""";9.920.265;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-03""";9.929.385;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-04""";992.782;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-05""";9.920.944;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-06""";9.914.587;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-07""";9.898.975;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-08""";9.883.321;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-09""";9.867.324;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-10""";987.447;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-11""";9.892.163;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-12""";9.922.802;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-01""";9.953.735;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-02""";9.968.963;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-03""";9.979.961;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-04""";998.751;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-05""";9.998.927;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-06""";100.064;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-07""";1.001.264;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-08""";100.216;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-09""";1.003.405;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-10""";1.004.212;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-11""";1.003.978;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-12""";1.003.245;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-01""";1.004.457;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-02""";1.005.643;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-03""";1.006.079;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-04""";1.007.047;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-05""";1.008.222;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-06""";100.935;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-07""";1.009.604;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-08""";1.008.749;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-09""";1.006.531;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-10""";1.002.834;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-11""";9.986.546;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-12""";9.941.612;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-01""";9.896.919;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-02""";9.868.983;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-03""";9.845.692;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-04""";9.819.537;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-05""";9.789.733;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-06""";9.753.083;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-07""";973.555;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-08""";9.738.931;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-09""";9.747.799;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-10""";9.738.479;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-11""";972.663;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-12""";9.723.641;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-01""";9.722.016;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-02""";9.728.352;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-03""";9.734.975;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-04""";9.748.884;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-05""";9.785.138;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-06""";9.835.294;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-07""";9.889.381;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-08""";9.940.434;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-09""";9.972.746;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-10""";9.995.505;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-11""";1.001.401;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-12""";1.002.808;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-01""";1.003.297;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-02""";1.002.819;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-03""";1.001.446;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-04""";100.09;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-05""";9.999.305;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-06""";1.000.683;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-07""";1.003.141;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-08""";1.005.606;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-09""";1.007.004;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-10""";1.007.248;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-11""";1.006.184;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-12""";1.004.767;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-01""";1.004.002;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-02""";1.003.364;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-03""";1.002.796;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-04""";1.002.294;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-05""";1.001.409;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-06""";1.000.462;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-07""";9.978.944;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-08""";993.335;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-09""";9.878.741;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-10""";984.212;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-11""";9.831.218;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-12""";982.701;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-01""";9.833.434;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-02""";984.278;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-03""";9.862.785;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-04""";9.893.185;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-05""";9.905.698;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-06""";9.900.076;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-07""";9.886.301;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-08""";9.863.748;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-09""";9.854.354;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-10""";9.865.199;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-11""";9.874.953;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-12""";9.888.321;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-01""";9.903.345;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-02""";9.919.209;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-03""";9.926.511;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-04""";9.923.153;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-05""";9.922.913;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-06""";9.918.237;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-07""";9.919.276;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-08""";9.937.408;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-09""";9.964.782;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-10""";9.984.416;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-11""";9.990.458;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-12""";9.972.082;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-01""";9.951.552;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-02""";9.939.085;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-03""";9.935.738;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-04""";9.931.759;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-05""";9.934.634;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-06""";9.939.548;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-07""";9.935.326;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-08""";9.929.522;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-09""";9.927.927;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-10""";993.862;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-11""";9.955.914;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-12""";9.956.725;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-01""";9.946.786;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-02""";994.396;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-03""";9.954.662;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-04""";9.962.564;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-05""";9.962.006;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-06""";9.955.382;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-07""";9.950.172;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-08""";9.949.687;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-09""";9.944.167;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-10""";9.934.196;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-11""";9.937.992;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-12""";9.950.212;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-01""";9.964.618;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-02""";9.975.974;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-03""";998.328;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-04""";9.987.244;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-05""";9.997.082;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-06""";1.000.538;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-07""";1.000.828;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-08""";100.077;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-09""";1.000.673;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-10""";1.000.846;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-11""";1.001.335;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-12""";1.002.991;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-01""";1.004.333;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-02""";1.005.184;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-03""";1.005.859;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-04""";1.007.019;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-05""";1.007.937;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-06""";1.008.515;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-07""";1.009.072;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-08""";1.009.764;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-09""";1.011.619;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-10""";1.013.547;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-11""";101.525;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-12""";1.016.884;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-01""";1.017.174;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-02""";101.655;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-03""";1.015.265;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-04""";1.014.199;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-05""";1.012.962;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-06""";1.012.028;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-07""";1.011.845;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-08""";1.012.011;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-09""";1.012.162;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-10""";1.011.802;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-11""";1.011.217;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-12""";1.010.242;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-01""";100.92;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-02""";1.008.643;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-03""";1.008.273;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-04""";100.786;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-05""";1.007.957;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-06""";1.006.788;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-07""";1.006.147;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-08""";1.006.222;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-09""";1.005.876;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-10""";1.005.749;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-11""";1.005.608;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-12""";1.005.885;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-01""";1.005.343;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-02""";100.204;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-03""";9.952.807;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-04""";9.885.653;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-05""";9.884.103;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-06""";9.918.336;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-07""";9.939.188;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-08""";9.948.019;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-09""";9.944.096;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-10""";9.912.238;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-11""";9.883.194;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-12""";9.884.344;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-01""";9.898.179;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-02""";9.929.945;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-03""";9.974.415;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-04""";1.001.057;""""
"""AUT";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-05""";1.005.419;""""
